SI,mei1,mei2,smi,meo1,meo2,smo,fc,el,image,image2
Sample-400,100,260,2.807,150,250,8,0.2,0.453,Sample-400_image.tif,Sample-400_image.jpg
Sample-401,100,260,2.807,150,300,1.3,0.1,0.279,Sample-401_image.tif,Sample-401_image.jpg
Sample-402,100,260,2.807,150,300,1.3,0.2,0.509,Sample-402_image.tif,Sample-402_image.jpg
Sample-403,100,260,2.807,150,300,1.79,0.1,0.3,Sample-403_image.tif,Sample-403_image.jpg
Sample-404,100,260,2.807,150,300,1.79,0.2,0.347,Sample-404_image.tif,Sample-404_image.jpg
Sample-405,100,260,2.807,150,300,6.62,0.1,0.25,Sample-405_image.tif,Sample-405_image.jpg
Sample-406,100,260,2.807,150,300,6.62,0.2,0.452,Sample-406_image.tif,Sample-406_image.jpg
Sample-407,100,260,2.807,150,300,8,0.1,0.28,Sample-407_image.tif,Sample-407_image.jpg
Sample-408,100,260,2.807,150,300,8,0.2,0.407,Sample-408_image.tif,Sample-408_image.jpg
Sample-409,100,260,2.807,150,70,1.3,0.1,0.359,Sample-409_image.tif,Sample-409_image.jpg
Sample-40,100,180,2.807,180,103,8,0.2,0.167,Sample-40_image.tif,Sample-40_image.jpg
Sample-410,100,260,2.807,150,70,1.3,0.2,0.472,Sample-410_image.tif,Sample-410_image.jpg
Sample-411,100,260,2.807,150,70,1.79,0.1,0.262,Sample-411_image.tif,Sample-411_image.jpg
Sample-412,100,260,2.807,150,70,1.79,0.2,0.486,Sample-412_image.tif,Sample-412_image.jpg
Sample-413,100,260,2.807,150,70,6.62,0.1,0.2,Sample-413_image.tif,Sample-413_image.jpg
Sample-414,100,260,2.807,150,70,6.62,0.2,0.383,Sample-414_image.tif,Sample-414_image.jpg
Sample-415,100,260,2.807,150,70,8,0.1,0.289,Sample-415_image.tif,Sample-415_image.jpg
Sample-416,100,260,2.807,150,70,8,0.2,0.473,Sample-416_image.tif,Sample-416_image.jpg
Sample-417,100,260,2.807,180,103,1.3,0.1,-0.094,Sample-417_image.tif,Sample-417_image.jpg
Sample-418,100,260,2.807,180,103,1.3,0.2,0.092,Sample-418_image.tif,Sample-418_image.jpg
Sample-419,100,260,2.807,180,103,1.79,0.1,-0.076,Sample-419_image.tif,Sample-419_image.jpg
Sample-41,100,180,2.807,180,250,1.3,0.1,0.201,Sample-41_image.tif,Sample-41_image.jpg
Sample-420,100,260,2.807,180,103,1.79,0.2,0.061,Sample-420_image.tif,Sample-420_image.jpg
Sample-421,100,260,2.807,180,103,6.62,0.1,-0.068,Sample-421_image.tif,Sample-421_image.jpg
Sample-422,100,260,2.807,180,103,6.62,0.2,0.082,Sample-422_image.tif,Sample-422_image.jpg
Sample-423,100,260,2.807,180,103,8,0.1,-0.004,Sample-423_image.tif,Sample-423_image.jpg
Sample-424,100,260,2.807,180,103,8,0.2,0.216,Sample-424_image.tif,Sample-424_image.jpg
Sample-425,100,260,2.807,180,250,1.3,0.1,-0.066,Sample-425_image.tif,Sample-425_image.jpg
Sample-426,100,260,2.807,180,250,1.3,0.2,0.056,Sample-426_image.tif,Sample-426_image.jpg
Sample-427,100,260,2.807,180,250,1.79,0.1,-0.091,Sample-427_image.tif,Sample-427_image.jpg
Sample-428,100,260,2.807,180,250,1.79,0.2,-0.024,Sample-428_image.tif,Sample-428_image.jpg
Sample-429,100,260,2.807,180,250,6.62,0.1,-0.009,Sample-429_image.tif,Sample-429_image.jpg
Sample-42,100,180,2.807,180,250,1.3,0.2,0.154,Sample-42_image.tif,Sample-42_image.jpg
Sample-430,100,260,2.807,180,250,6.62,0.2,0.039,Sample-430_image.tif,Sample-430_image.jpg
Sample-431,100,260,2.807,180,250,8,0.1,0.008,Sample-431_image.tif,Sample-431_image.jpg
Sample-432,100,260,2.807,180,250,8,0.2,-0.073,Sample-432_image.tif,Sample-432_image.jpg
Sample-433,100,260,2.807,180,300,1.3,0.1,-0.05,Sample-433_image.tif,Sample-433_image.jpg
Sample-434,100,260,2.807,180,300,1.3,0.2,0.207,Sample-434_image.tif,Sample-434_image.jpg
Sample-435,100,260,2.807,180,300,1.79,0.1,-0.026,Sample-435_image.tif,Sample-435_image.jpg
Sample-436,100,260,2.807,180,300,1.79,0.2,0.088,Sample-436_image.tif,Sample-436_image.jpg
Sample-437,100,260,2.807,180,300,6.62,0.1,-0.015,Sample-437_image.tif,Sample-437_image.jpg
Sample-438,100,260,2.807,180,300,6.62,0.2,0.47,Sample-438_image.tif,Sample-438_image.jpg
Sample-439,100,260,2.807,180,300,8,0.1,-0.032,Sample-439_image.tif,Sample-439_image.jpg
Sample-43,100,180,2.807,180,250,1.79,0.1,-0.001,Sample-43_image.tif,Sample-43_image.jpg
Sample-440,100,260,2.807,180,300,8,0.2,0.057,Sample-440_image.tif,Sample-440_image.jpg
Sample-441,100,260,2.807,180,70,1.3,0.1,0.013,Sample-441_image.tif,Sample-441_image.jpg
Sample-442,100,260,2.807,180,70,1.3,0.2,0.246,Sample-442_image.tif,Sample-442_image.jpg
Sample-443,100,260,2.807,180,70,1.79,0.1,0.133,Sample-443_image.tif,Sample-443_image.jpg
Sample-444,100,260,2.807,180,70,1.79,0.2,0.189,Sample-444_image.tif,Sample-444_image.jpg
Sample-445,100,260,2.807,180,70,6.62,0.1,0.069,Sample-445_image.tif,Sample-445_image.jpg
Sample-446,100,260,2.807,180,70,6.62,0.2,0.308,Sample-446_image.tif,Sample-446_image.jpg
Sample-447,100,260,2.807,180,70,8,0.1,-0.1,Sample-447_image.tif,Sample-447_image.jpg
Sample-448,100,260,2.807,180,70,8,0.2,0.273,Sample-448_image.tif,Sample-448_image.jpg
Sample-449,100,260,2.807,70,103,1.3,0.1,0.148,Sample-449_image.tif,Sample-449_image.jpg
Sample-44,100,180,2.807,180,250,1.79,0.2,0.173,Sample-44_image.tif,Sample-44_image.jpg
Sample-450,100,260,2.807,70,103,1.3,0.2,0.402,Sample-450_image.tif,Sample-450_image.jpg
Sample-451,100,260,2.807,70,103,1.79,0.1,-0.029,Sample-451_image.tif,Sample-451_image.jpg
Sample-452,100,260,2.807,70,103,1.79,0.2,0.392,Sample-452_image.tif,Sample-452_image.jpg
Sample-453,100,260,2.807,70,103,6.62,0.1,0.079,Sample-453_image.tif,Sample-453_image.jpg
Sample-454,100,260,2.807,70,103,6.62,0.2,0.376,Sample-454_image.tif,Sample-454_image.jpg
Sample-455,100,260,2.807,70,103,8,0.1,-0.047,Sample-455_image.tif,Sample-455_image.jpg
Sample-456,100,260,2.807,70,103,8,0.2,0.295,Sample-456_image.tif,Sample-456_image.jpg
Sample-457,100,260,2.807,70,250,1.3,0.1,0.028,Sample-457_image.tif,Sample-457_image.jpg
Sample-458,100,260,2.807,70,250,1.3,0.2,0.454,Sample-458_image.tif,Sample-458_image.jpg
Sample-459,100,260,2.807,70,250,1.79,0.1,0.018,Sample-459_image.tif,Sample-459_image.jpg
Sample-45,100,180,2.807,180,250,6.62,0.1,-0.111,Sample-45_image.tif,Sample-45_image.jpg
Sample-460,100,260,2.807,70,250,1.79,0.2,0.379,Sample-460_image.tif,Sample-460_image.jpg
Sample-461,100,260,2.807,70,250,6.62,0.1,0.118,Sample-461_image.tif,Sample-461_image.jpg
Sample-462,100,260,2.807,70,250,6.62,0.2,0.279,Sample-462_image.tif,Sample-462_image.jpg
Sample-463,100,260,2.807,70,250,8,0.1,0.154,Sample-463_image.tif,Sample-463_image.jpg
Sample-464,100,260,2.807,70,250,8,0.2,0.44,Sample-464_image.tif,Sample-464_image.jpg
Sample-465,100,260,2.807,70,300,1.3,0.1,0.092,Sample-465_image.tif,Sample-465_image.jpg
Sample-466,100,260,2.807,70,300,1.3,0.2,0.318,Sample-466_image.tif,Sample-466_image.jpg
Sample-467,100,260,2.807,70,300,1.79,0.1,0.049,Sample-467_image.tif,Sample-467_image.jpg
Sample-468,100,260,2.807,70,300,1.79,0.2,0.341,Sample-468_image.tif,Sample-468_image.jpg
Sample-469,100,260,2.807,70,300,6.62,0.1,-0.028,Sample-469_image.tif,Sample-469_image.jpg
Sample-46,100,180,2.807,180,250,6.62,0.2,0.203,Sample-46_image.tif,Sample-46_image.jpg
Sample-470,100,260,2.807,70,300,6.62,0.2,0.351,Sample-470_image.tif,Sample-470_image.jpg
Sample-471,100,260,2.807,70,300,8,0.1,0.216,Sample-471_image.tif,Sample-471_image.jpg
Sample-472,100,260,2.807,70,300,8,0.2,0.306,Sample-472_image.tif,Sample-472_image.jpg
Sample-473,100,260,2.807,70,70,1.3,0.1,0.084,Sample-473_image.tif,Sample-473_image.jpg
Sample-474,100,260,2.807,70,70,1.3,0.2,0.375,Sample-474_image.tif,Sample-474_image.jpg
Sample-475,100,260,2.807,70,70,1.79,0.1,0.12,Sample-475_image.tif,Sample-475_image.jpg
Sample-476,100,260,2.807,70,70,1.79,0.2,0.487,Sample-476_image.tif,Sample-476_image.jpg
Sample-477,100,260,2.807,70,70,6.62,0.1,0.036,Sample-477_image.tif,Sample-477_image.jpg
Sample-478,100,260,2.807,70,70,6.62,0.2,0.251,Sample-478_image.tif,Sample-478_image.jpg
Sample-479,100,260,2.807,70,70,8,0.1,0.258,Sample-479_image.tif,Sample-479_image.jpg
Sample-47,100,180,2.807,180,250,8,0.1,-0.024,Sample-47_image.tif,Sample-47_image.jpg
Sample-480,100,260,2.807,70,70,8,0.2,0.288,Sample-480_image.tif,Sample-480_image.jpg
Sample-481,100,260,2.807,90,103,1.3,0.1,0.157,Sample-481_image.tif,Sample-481_image.jpg
Sample-482,100,260,2.807,90,103,1.3,0.2,0.458,Sample-482_image.tif,Sample-482_image.jpg
Sample-483,100,260,2.807,90,103,1.79,0.1,0.19,Sample-483_image.tif,Sample-483_image.jpg
Sample-484,100,260,2.807,90,103,1.79,0.2,0.341,Sample-484_image.tif,Sample-484_image.jpg
Sample-485,100,260,2.807,90,103,6.62,0.1,0.262,Sample-485_image.tif,Sample-485_image.jpg
Sample-486,100,260,2.807,90,103,6.62,0.2,0.495,Sample-486_image.tif,Sample-486_image.jpg
Sample-487,100,260,2.807,90,103,8,0.1,0.334,Sample-487_image.tif,Sample-487_image.jpg
Sample-488,100,260,2.807,90,103,8,0.2,0.437,Sample-488_image.tif,Sample-488_image.jpg
Sample-489,100,260,2.807,90,250,1.3,0.1,0.268,Sample-489_image.tif,Sample-489_image.jpg
Sample-48,100,180,2.807,180,250,8,0.2,-0.095,Sample-48_image.tif,Sample-48_image.jpg
Sample-490,100,260,2.807,90,250,1.3,0.2,0.618,Sample-490_image.tif,Sample-490_image.jpg
Sample-491,100,260,2.807,90,250,1.79,0.1,0.253,Sample-491_image.tif,Sample-491_image.jpg
Sample-492,100,260,2.807,90,250,1.79,0.2,0.394,Sample-492_image.tif,Sample-492_image.jpg
Sample-493,100,260,2.807,90,250,6.62,0.1,0.385,Sample-493_image.tif,Sample-493_image.jpg
Sample-494,100,260,2.807,90,250,6.62,0.2,0.422,Sample-494_image.tif,Sample-494_image.jpg
Sample-495,100,260,2.807,90,250,8,0.1,0.339,Sample-495_image.tif,Sample-495_image.jpg
Sample-496,100,260,2.807,90,250,8,0.2,0.383,Sample-496_image.tif,Sample-496_image.jpg
Sample-497,100,260,2.807,90,300,1.3,0.1,0.211,Sample-497_image.tif,Sample-497_image.jpg
Sample-498,100,260,2.807,90,300,1.3,0.2,0.354,Sample-498_image.tif,Sample-498_image.jpg
Sample-499,100,260,2.807,90,300,1.79,0.1,0.171,Sample-499_image.tif,Sample-499_image.jpg
Sample-49,100,180,2.807,180,300,1.3,0.1,0.112,Sample-49_image.tif,Sample-49_image.jpg
Sample-4,100,180,2.807,150,103,1.79,0.2,0.372,Sample-4_image.tif,Sample-4_image.jpg
Sample-500,100,260,2.807,90,300,1.79,0.2,0.349,Sample-500_image.tif,Sample-500_image.jpg
Sample-501,100,260,2.807,90,300,6.62,0.1,0.221,Sample-501_image.tif,Sample-501_image.jpg
Sample-502,100,260,2.807,90,300,6.62,0.2,0.429,Sample-502_image.tif,Sample-502_image.jpg
Sample-503,100,260,2.807,90,300,8,0.1,0.281,Sample-503_image.tif,Sample-503_image.jpg
Sample-504,100,260,2.807,90,300,8,0.2,0.458,Sample-504_image.tif,Sample-504_image.jpg
Sample-505,100,260,2.807,90,70,1.3,0.1,0.28,Sample-505_image.tif,Sample-505_image.jpg
Sample-506,100,260,2.807,90,70,1.3,0.2,0.405,Sample-506_image.tif,Sample-506_image.jpg
Sample-507,100,260,2.807,90,70,1.79,0.1,0.369,Sample-507_image.tif,Sample-507_image.jpg
Sample-508,100,260,2.807,90,70,1.79,0.2,0.401,Sample-508_image.tif,Sample-508_image.jpg
Sample-509,100,260,2.807,90,70,6.62,0.1,0.176,Sample-509_image.tif,Sample-509_image.jpg
Sample-50,100,180,2.807,180,300,1.3,0.2,0.272,Sample-50_image.tif,Sample-50_image.jpg
Sample-510,100,260,2.807,90,70,6.62,0.2,0.418,Sample-510_image.tif,Sample-510_image.jpg
Sample-511,100,260,2.807,90,70,8,0.1,0.252,Sample-511_image.tif,Sample-511_image.jpg
Sample-512,100,260,2.807,90,70,8,0.2,0.392,Sample-512_image.tif,Sample-512_image.jpg
Sample-513,100,260,3.88,150,103,1.3,0.1,0.28,Sample-513_image.tif,Sample-513_image.jpg
Sample-514,100,260,3.88,150,103,1.3,0.2,0.324,Sample-514_image.tif,Sample-514_image.jpg
Sample-515,100,260,3.88,150,103,1.79,0.1,0.289,Sample-515_image.tif,Sample-515_image.jpg
Sample-516,100,260,3.88,150,103,1.79,0.2,0.411,Sample-516_image.tif,Sample-516_image.jpg
Sample-517,100,260,3.88,150,103,6.62,0.1,0.291,Sample-517_image.tif,Sample-517_image.jpg
Sample-518,100,260,3.88,150,103,6.62,0.2,0.473,Sample-518_image.tif,Sample-518_image.jpg
Sample-519,100,260,3.88,150,103,8,0.1,0.327,Sample-519_image.tif,Sample-519_image.jpg
Sample-51,100,180,2.807,180,300,1.79,0.1,0.052,Sample-51_image.tif,Sample-51_image.jpg
Sample-520,100,260,3.88,150,103,8,0.2,0.334,Sample-520_image.tif,Sample-520_image.jpg
Sample-521,100,260,3.88,150,250,1.3,0.1,0.353,Sample-521_image.tif,Sample-521_image.jpg
Sample-522,100,260,3.88,150,250,1.3,0.2,0.493,Sample-522_image.tif,Sample-522_image.jpg
Sample-523,100,260,3.88,150,250,1.79,0.1,0.239,Sample-523_image.tif,Sample-523_image.jpg
Sample-524,100,260,3.88,150,250,1.79,0.2,0.435,Sample-524_image.tif,Sample-524_image.jpg
Sample-525,100,260,3.88,150,250,6.62,0.1,0.367,Sample-525_image.tif,Sample-525_image.jpg
Sample-526,100,260,3.88,150,250,6.62,0.2,0.455,Sample-526_image.tif,Sample-526_image.jpg
Sample-527,100,260,3.88,150,250,8,0.1,0.304,Sample-527_image.tif,Sample-527_image.jpg
Sample-528,100,260,3.88,150,250,8,0.2,0.487,Sample-528_image.tif,Sample-528_image.jpg
Sample-529,100,260,3.88,150,300,1.3,0.1,0.266,Sample-529_image.tif,Sample-529_image.jpg
Sample-52,100,180,2.807,180,300,1.79,0.2,0.298,Sample-52_image.tif,Sample-52_image.jpg
Sample-530,100,260,3.88,150,300,1.3,0.2,0.434,Sample-530_image.tif,Sample-530_image.jpg
Sample-531,100,260,3.88,150,300,1.79,0.1,0.216,Sample-531_image.tif,Sample-531_image.jpg
Sample-532,100,260,3.88,150,300,1.79,0.2,0.342,Sample-532_image.tif,Sample-532_image.jpg
Sample-533,100,260,3.88,150,300,6.62,0.1,0.278,Sample-533_image.tif,Sample-533_image.jpg
Sample-534,100,260,3.88,150,300,6.62,0.2,0.365,Sample-534_image.tif,Sample-534_image.jpg
Sample-535,100,260,3.88,150,300,8,0.1,0.314,Sample-535_image.tif,Sample-535_image.jpg
Sample-536,100,260,3.88,150,300,8,0.2,0.296,Sample-536_image.tif,Sample-536_image.jpg
Sample-537,100,260,3.88,150,70,1.3,0.1,0.294,Sample-537_image.tif,Sample-537_image.jpg
Sample-538,100,260,3.88,150,70,1.3,0.2,0.44,Sample-538_image.tif,Sample-538_image.jpg
Sample-539,100,260,3.88,150,70,1.79,0.1,0.235,Sample-539_image.tif,Sample-539_image.jpg
Sample-53,100,180,2.807,180,300,6.62,0.1,0.048,Sample-53_image.tif,Sample-53_image.jpg
Sample-540,100,260,3.88,150,70,1.79,0.2,0.395,Sample-540_image.tif,Sample-540_image.jpg
Sample-541,100,260,3.88,150,70,6.62,0.1,0.274,Sample-541_image.tif,Sample-541_image.jpg
Sample-542,100,260,3.88,150,70,6.62,0.2,0.394,Sample-542_image.tif,Sample-542_image.jpg
Sample-543,100,260,3.88,150,70,8,0.1,0.064,Sample-543_image.tif,Sample-543_image.jpg
Sample-544,100,260,3.88,150,70,8,0.2,0.477,Sample-544_image.tif,Sample-544_image.jpg
Sample-545,100,260,3.88,180,103,1.3,0.1,-0.072,Sample-545_image.tif,Sample-545_image.jpg
Sample-546,100,260,3.88,180,103,1.3,0.2,0.191,Sample-546_image.tif,Sample-546_image.jpg
Sample-547,100,260,3.88,180,103,1.79,0.1,-0.103,Sample-547_image.tif,Sample-547_image.jpg
Sample-548,100,260,3.88,180,103,1.79,0.2,0.083,Sample-548_image.tif,Sample-548_image.jpg
Sample-549,100,260,3.88,180,103,6.62,0.1,-0.086,Sample-549_image.tif,Sample-549_image.jpg
Sample-54,100,180,2.807,180,300,6.62,0.2,0.248,Sample-54_image.tif,Sample-54_image.jpg
Sample-550,100,260,3.88,180,103,6.62,0.2,0.238,Sample-550_image.tif,Sample-550_image.jpg
Sample-551,100,260,3.88,180,103,8,0.1,-0.019,Sample-551_image.tif,Sample-551_image.jpg
Sample-552,100,260,3.88,180,103,8,0.2,0.045,Sample-552_image.tif,Sample-552_image.jpg
Sample-553,100,260,3.88,180,250,1.3,0.1,-0.072,Sample-553_image.tif,Sample-553_image.jpg
Sample-554,100,260,3.88,180,250,1.3,0.2,0.01,Sample-554_image.tif,Sample-554_image.jpg
Sample-555,100,260,3.88,180,250,1.79,0.1,-0.084,Sample-555_image.tif,Sample-555_image.jpg
Sample-556,100,260,3.88,180,250,1.79,0.2,0.029,Sample-556_image.tif,Sample-556_image.jpg
Sample-557,100,260,3.88,180,250,6.62,0.1,-0.021,Sample-557_image.tif,Sample-557_image.jpg
Sample-558,100,260,3.88,180,250,6.62,0.2,-0.044,Sample-558_image.tif,Sample-558_image.jpg
Sample-559,100,260,3.88,180,250,8,0.1,-0.008,Sample-559_image.tif,Sample-559_image.jpg
Sample-55,100,180,2.807,180,300,8,0.1,0.142,Sample-55_image.tif,Sample-55_image.jpg
Sample-560,100,260,3.88,180,250,8,0.2,0.134,Sample-560_image.tif,Sample-560_image.jpg
Sample-561,100,260,3.88,180,300,1.3,0.1,-0.065,Sample-561_image.tif,Sample-561_image.jpg
Sample-562,100,260,3.88,180,300,1.3,0.2,0.187,Sample-562_image.tif,Sample-562_image.jpg
Sample-563,100,260,3.88,180,300,1.79,0.1,0.108,Sample-563_image.tif,Sample-563_image.jpg
Sample-564,100,260,3.88,180,300,1.79,0.2,0.403,Sample-564_image.tif,Sample-564_image.jpg
Sample-565,100,260,3.88,180,300,6.62,0.1,-0.005,Sample-565_image.tif,Sample-565_image.jpg
Sample-566,100,260,3.88,180,300,6.62,0.2,0.191,Sample-566_image.tif,Sample-566_image.jpg
Sample-567,100,260,3.88,180,300,8,0.1,0.156,Sample-567_image.tif,Sample-567_image.jpg
Sample-568,100,260,3.88,180,300,8,0.2,0.232,Sample-568_image.tif,Sample-568_image.jpg
Sample-569,100,260,3.88,180,70,1.3,0.1,0.212,Sample-569_image.tif,Sample-569_image.jpg
Sample-56,100,180,2.807,180,300,8,0.2,0.271,Sample-56_image.tif,Sample-56_image.jpg
Sample-570,100,260,3.88,180,70,1.3,0.2,0.339,Sample-570_image.tif,Sample-570_image.jpg
Sample-571,100,260,3.88,180,70,1.79,0.1,0.055,Sample-571_image.tif,Sample-571_image.jpg
Sample-572,100,260,3.88,180,70,1.79,0.2,0.207,Sample-572_image.tif,Sample-572_image.jpg
Sample-573,100,260,3.88,180,70,6.62,0.1,-0.045,Sample-573_image.tif,Sample-573_image.jpg
Sample-574,100,260,3.88,180,70,6.62,0.2,0.239,Sample-574_image.tif,Sample-574_image.jpg
Sample-575,100,260,3.88,180,70,8,0.1,0.09,Sample-575_image.tif,Sample-575_image.jpg
Sample-576,100,260,3.88,180,70,8,0.2,0.25,Sample-576_image.tif,Sample-576_image.jpg
Sample-577,100,260,3.88,70,103,1.3,0.1,-0.047,Sample-577_image.tif,Sample-577_image.jpg
Sample-578,100,260,3.88,70,103,1.3,0.2,0.565,Sample-578_image.tif,Sample-578_image.jpg
Sample-579,100,260,3.88,70,103,1.79,0.1,0.015,Sample-579_image.tif,Sample-579_image.jpg
Sample-57,100,180,2.807,180,70,1.3,0.1,0.185,Sample-57_image.tif,Sample-57_image.jpg
Sample-580,100,260,3.88,70,103,1.79,0.2,0.416,Sample-580_image.tif,Sample-580_image.jpg
Sample-581,100,260,3.88,70,103,6.62,0.1,0.075,Sample-581_image.tif,Sample-581_image.jpg
Sample-582,100,260,3.88,70,103,6.62,0.2,0.534,Sample-582_image.tif,Sample-582_image.jpg
Sample-583,100,260,3.88,70,103,8,0.1,0.154,Sample-583_image.tif,Sample-583_image.jpg
Sample-584,100,260,3.88,70,103,8,0.2,0.311,Sample-584_image.tif,Sample-584_image.jpg
Sample-585,100,260,3.88,70,250,1.3,0.1,-0.015,Sample-585_image.tif,Sample-585_image.jpg
Sample-586,100,260,3.88,70,250,1.3,0.2,0.321,Sample-586_image.tif,Sample-586_image.jpg
Sample-587,100,260,3.88,70,250,1.79,0.1,-0.054,Sample-587_image.tif,Sample-587_image.jpg
Sample-588,100,260,3.88,70,250,1.79,0.2,0.237,Sample-588_image.tif,Sample-588_image.jpg
Sample-589,100,260,3.88,70,250,6.62,0.1,0.002,Sample-589_image.tif,Sample-589_image.jpg
Sample-58,100,180,2.807,180,70,1.3,0.2,0.232,Sample-58_image.tif,Sample-58_image.jpg
Sample-590,100,260,3.88,70,250,6.62,0.2,0.433,Sample-590_image.tif,Sample-590_image.jpg
Sample-591,100,260,3.88,70,250,8,0.1,0.183,Sample-591_image.tif,Sample-591_image.jpg
Sample-592,100,260,3.88,70,250,8,0.2,0.419,Sample-592_image.tif,Sample-592_image.jpg
Sample-593,100,260,3.88,70,300,1.3,0.1,0.16,Sample-593_image.tif,Sample-593_image.jpg
Sample-594,100,260,3.88,70,300,1.3,0.2,0.345,Sample-594_image.tif,Sample-594_image.jpg
Sample-595,100,260,3.88,70,300,1.79,0.1,0.061,Sample-595_image.tif,Sample-595_image.jpg
Sample-596,100,260,3.88,70,300,1.79,0.2,0.339,Sample-596_image.tif,Sample-596_image.jpg
Sample-597,100,260,3.88,70,300,6.62,0.1,0.095,Sample-597_image.tif,Sample-597_image.jpg
Sample-598,100,260,3.88,70,300,6.62,0.2,0.267,Sample-598_image.tif,Sample-598_image.jpg
Sample-599,100,260,3.88,70,300,8,0.1,0.157,Sample-599_image.tif,Sample-599_image.jpg
Sample-59,100,180,2.807,180,70,1.79,0.1,0.106,Sample-59_image.tif,Sample-59_image.jpg
Sample-5,100,180,2.807,150,103,6.62,0.1,0.272,Sample-5_image.tif,Sample-5_image.jpg
Sample-600,100,260,3.88,70,300,8,0.2,0.275,Sample-600_image.tif,Sample-600_image.jpg
Sample-601,100,260,3.88,70,70,1.3,0.1,0.163,Sample-601_image.tif,Sample-601_image.jpg
Sample-602,100,260,3.88,70,70,1.3,0.2,0.138,Sample-602_image.tif,Sample-602_image.jpg
Sample-603,100,260,3.88,70,70,1.79,0.1,0.127,Sample-603_image.tif,Sample-603_image.jpg
Sample-604,100,260,3.88,70,70,1.79,0.2,0.375,Sample-604_image.tif,Sample-604_image.jpg
Sample-605,100,260,3.88,70,70,6.62,0.1,0.059,Sample-605_image.tif,Sample-605_image.jpg
Sample-606,100,260,3.88,70,70,6.62,0.2,0.315,Sample-606_image.tif,Sample-606_image.jpg
Sample-607,100,260,3.88,70,70,8,0.1,0.178,Sample-607_image.tif,Sample-607_image.jpg
Sample-608,100,260,3.88,70,70,8,0.2,0.302,Sample-608_image.tif,Sample-608_image.jpg
Sample-609,100,260,3.88,90,103,1.3,0.1,0.232,Sample-609_image.tif,Sample-609_image.jpg
Sample-60,100,180,2.807,180,70,1.79,0.2,0.275,Sample-60_image.tif,Sample-60_image.jpg
Sample-610,100,260,3.88,90,103,1.3,0.2,0.471,Sample-610_image.tif,Sample-610_image.jpg
Sample-611,100,260,3.88,90,103,1.79,0.1,0.404,Sample-611_image.tif,Sample-611_image.jpg
Sample-612,100,260,3.88,90,103,1.79,0.2,0.464,Sample-612_image.tif,Sample-612_image.jpg
Sample-613,100,260,3.88,90,103,6.62,0.1,0.29,Sample-613_image.tif,Sample-613_image.jpg
Sample-614,100,260,3.88,90,103,6.62,0.2,0.434,Sample-614_image.tif,Sample-614_image.jpg
Sample-615,100,260,3.88,90,103,8,0.1,0.342,Sample-615_image.tif,Sample-615_image.jpg
Sample-616,100,260,3.88,90,103,8,0.2,0.43,Sample-616_image.tif,Sample-616_image.jpg
Sample-617,100,260,3.88,90,250,1.3,0.1,0.345,Sample-617_image.tif,Sample-617_image.jpg
Sample-618,100,260,3.88,90,250,1.3,0.2,0.316,Sample-618_image.tif,Sample-618_image.jpg
Sample-619,100,260,3.88,90,250,1.79,0.1,0.46,Sample-619_image.tif,Sample-619_image.jpg
Sample-61,100,180,2.807,180,70,6.62,0.1,0.115,Sample-61_image.tif,Sample-61_image.jpg
Sample-620,100,260,3.88,90,250,1.79,0.2,0.282,Sample-620_image.tif,Sample-620_image.jpg
Sample-621,100,260,3.88,90,250,6.62,0.1,0.386,Sample-621_image.tif,Sample-621_image.jpg
Sample-622,100,260,3.88,90,250,6.62,0.2,0.448,Sample-622_image.tif,Sample-622_image.jpg
Sample-623,100,260,3.88,90,250,8,0.1,0.282,Sample-623_image.tif,Sample-623_image.jpg
Sample-624,100,260,3.88,90,250,8,0.2,0.487,Sample-624_image.tif,Sample-624_image.jpg
Sample-625,100,260,3.88,90,300,1.3,0.1,0.244,Sample-625_image.tif,Sample-625_image.jpg
Sample-626,100,260,3.88,90,300,1.3,0.2,0.402,Sample-626_image.tif,Sample-626_image.jpg
Sample-627,100,260,3.88,90,300,1.79,0.1,0.212,Sample-627_image.tif,Sample-627_image.jpg
Sample-628,100,260,3.88,90,300,1.79,0.2,0.376,Sample-628_image.tif,Sample-628_image.jpg
